Name,Slot,Cost,Type,Elements,Prerequisites,Max Replicates,Double-Edged,Short,Description,Tags
hunting,trinket,1,prismatic,,,1,Yes,Learn the way to something specific that you are seeking as a downtime activity.,"As a downtime activity, you may make a difficulty 25 Focus (Insight) skill check attempting to locate a specific object, creature, or location of your choice. If you succeed, you know their location relative to you until you complete a rest, although they also know your identity and relative location as well. If you targeted an object, its holder (or owner, if it is not being held) learns this instead.",divination
enforced liberty,trinket,1,prismatic,,,1,Yes,Locks and restraints near you simply do not work.,"Restraints, locks, traps and so on within 300 feet of you refuse to function.",gizmo
extraordinarily efficient,trinket,1,prismatic,,,1,No,Make Endurance checks to keep doing more downtime activities.,"Every time you complete a downtime activity, make a difficulty 20 Focus (Endurance) skill check. If you succeed, you may pursue another downtime activity, and may gain this effect again.",downtime
enforced integrity,trinket,1,prismatic,,,1,Yes,No one can lie near you.,"Creatures, including yourself, cannot lie in your presence.",social
extreme resolve,trinket,1,prismatic,,,1,No,Resolve sets rolls to 1 or 20.,"Whenever your party spends Resolve to modify the results of a skill check, the die is set to 1 or 20, rather than 5 or 15 like usual.",resolve
enforced harmony,trinket,1,prismatic,,,1,Yes,Things repair themselves after you complete a rest.,"Whenever you complete a rest, you find that the environment within 300 feet of you (objects, structures, nature) is fully repaired and in good working order.",downtime
phylactery,trinket,1,prismatic,,,1,Yes,You are automatically resurrected at this object.,"You can no longer be resurrected by ordinary means or become a spirit. Instead, you reincarnate in your original form 1d4 days later at this object.",resurrection
immortality,trinket,1,prismatic,,,1,No,You do not gain Transcendence automatically while dead.,"While dead, you do not accumulate Transcendence when the party completes a rest like usual.",downtime
enforced equality,trinket,1,prismatic,,,1,Yes,Your party's life and exhaustion are shared after resting.,"After you complete a rest, your party's exhaustion and current life are redistributed between the party members as evenly as possible.",downtime
overly specialized,trinket,1,prismatic,,,1,Yes,"You are very good at the things you know, and terrible at everything else.","You no longer roll skill checks. You automatically treat skill checks for the skills you are trained in as if you had rolled a 15, and skill checks for skills you are not trained in as if you had rolled a 5.",
limitless,trinket,1,prismatic,,,1,No,You may use activated trinket abilities as frequently as you want.,You may use the activated abilities of trinkets as frequently as you wish.,
universal knowledge,trinket,1,prismatic,,,1,No,You are trained in all skills.,You are trained in all skills.,
brainwashing,trinket,1,prismatic,,,1,Yes,Loyalty you have one is more effective but you cannot call in favors.,The effects of loyalty on motivation are doubled but you can no longer call in favors.,
consistent skill,trinket,1,prismatic,,,1,Yes,Your skill checks are consistently good.,Roll 3d6 + 2 rather than a d20 for your skill checks.,
conformity,trinket,1,prismatic,,,1,Yes,NPCs act as if they perfectly match your ideals.,NPCs evaluate the morality of deals that you attempt to make with them as if they perfectly matched your Ideals.,
shifting ties,trinket,1,prismatic,,,1,Yes,NPC loyalty swings back and forth more easily.,"All loyalty gains and losses are doubled, other than loyalty lost due to calling in a favor.",
